日付,都道府県コード,都道府県名,各地の感染者数_1日ごとの発表数,各地の感染者数_累計,各地の死者数_1日ごとの発表数,各地の死者数_累計,各地の直近1週間の人口10万人あたりの感染者数
2020/5/14,36,徳島県,0,5,0,1,0.0
2020/5/15,36,徳島県,0,5,0,1,0.0
2020/5/16,36,徳島県,0,5,0,1,0.0
2020/5/17,36,徳島県,0,5,0,1,0.0
2020/5/18,36,徳島県,0,5,0,1,0.0
2020/5/19,36,徳島県,0,5,0,1,0.0
2020/5/20,36,徳島県,0,5,0,1,0.0
2020/5/21,36,徳島県,0,5,0,1,0.0
2020/5/22,36,徳島県,0,5,0,1,0.0
2020/5/23,36,徳島県,0,5,0,1,0.0
2020/5/24,36,徳島県,0,5,0,1,0.0
2020/5/25,36,徳島県,0,5,0,1,0.0
2020/5/26,36,徳島県,0,5,0,1,0.0
2020/5/27,36,徳島県,0,5,0,1,0.0
2020/5/28,36,徳島県,0,5,0,1,0.0
2020/5/29,36,徳島県,0,5,0,1,0.0
2020/5/30,36,徳島県,0,5,0,1,0.0
2020/5/31,36,徳島県,0,5,0,1,0.0
2020/6/1,36,徳島県,0,5,0,1,0.0
2020/6/2,36,徳島県,0,5,0,1,0.0
2020/6/3,36,徳島県,0,5,0,1,0.0
2020/6/4,36,徳島県,0,5,0,1,0.0
2020/6/5,36,徳島県,0,5,0,1,0.0
2020/6/6,36,徳島県,0,5,0,1,0.0
2020/6/7,36,徳島県,0,5,0,1,0.0
2020/6/8,36,徳島県,0,5,0,1,0.0
2020/6/9,36,徳島県,0,5,0,1,0.0
2020/6/10,36,徳島県,0,5,0,1,0.0
2020/6/11,36,徳島県,0,5,0,1,0.0
2020/6/12,36,徳島県,0,5,0,1,0.0
2020/6/13,36,徳島県,0,5,0,1,0.0
2020/6/14,36,徳島県,0,5,0,1,0.0
2020/6/15,36,徳島県,0,5,0,1,0.0
2020/6/16,36,徳島県,0,5,0,1,0.0
2020/6/17,36,徳島県,0,5,0,1,0.0
2020/6/18,36,徳島県,0,5,0,1,0.0
2020/6/19,36,徳島県,0,5,0,1,0.0
2020/6/20,36,徳島県,0,5,0,1,0.0
2020/6/21,36,徳島県,0,5,0,1,0.0
2020/6/22,36,徳島県,0,5,0,1,0.0
2020/6/23,36,徳島県,0,5,0,1,0.0
2020/6/24,36,徳島県,0,5,0,1,0.0
2020/6/25,36,徳島県,0,5,0,1,0.0
2020/6/26,36,徳島県,1,6,0,1,0.14
2020/6/27,36,徳島県,0,6,0,1,0.14
2020/6/28,36,徳島県,0,6,0,1,0.14
2020/6/29,36,徳島県,0,6,0,1,0.14
2020/6/30,36,徳島県,0,6,0,1,0.14
2020/7/1,36,徳島県,0,6,0,1,0.14
2020/7/2,36,徳島県,0,6,0,1,0.14
2020/7/3,36,徳島県,0,6,0,1,0.0
2020/7/4,36,徳島県,0,6,0,1,0.0
2020/7/5,36,徳島県,0,6,0,1,0.0
2020/7/6,36,徳島県,0,6,0,1,0.0
2020/7/7,36,徳島県,3,9,0,1,0.41
2020/7/8,36,徳島県,0,9,0,1,0.41
2020/7/9,36,徳島県,0,9,0,1,0.41
2020/7/10,36,徳島県,1,10,0,1,0.55
2020/7/11,36,徳島県,0,10,0,1,0.55
2020/7/12,36,徳島県,0,10,0,1,0.55
2020/7/13,36,徳島県,0,10,0,1,0.55
2020/7/14,36,徳島県,0,10,0,1,0.14
2020/7/15,36,徳島県,0,10,0,1,0.14
2020/7/16,36,徳島県,0,10,0,1,0.14
2020/7/17,36,徳島県,0,10,0,1,0.0
2020/7/18,36,徳島県,0,10,0,1,0.0
2020/7/19,36,徳島県,0,10,0,1,0.0
2020/7/20,36,徳島県,0,10,0,1,0.0
2020/7/21,36,徳島県,0,10,0,1,0.0
2020/7/22,36,徳島県,0,10,0,1,0.0
2020/7/23,36,徳島県,0,10,0,1,0.0
2020/7/24,36,徳島県,0,10,0,1,0.0
2020/7/25,36,徳島県,2,12,0,1,0.27
2020/7/26,36,徳島県,0,12,0,1,0.27
2020/7/27,36,徳島県,4,16,0,1,0.82
2020/7/28,36,徳島県,0,16,0,1,0.82
2020/7/29,36,徳島県,7,23,0,1,1.79
2020/7/30,36,徳島県,1,24,0,1,1.92
2020/7/31,36,徳島県,1,25,0,1,2.06
2020/8/1,36,徳島県,1,26,0,1,1.92
2020/8/2,36,徳島県,2,28,0,1,2.2
2020/8/3,36,徳島県,2,30,0,1,1.92
2020/8/4,36,徳島県,2,32,0,1,2.2
2020/8/5,36,徳島県,11,43,0,1,2.75
2020/8/6,36,徳島県,11,54,0,1,4.12
2020/8/7,36,徳島県,1,55,0,1,4.12
2020/8/8,36,徳島県,2,57,0,1,4.26
2020/8/9,36,徳島県,1,58,0,1,4.12
2020/8/10,36,徳島県,2,60,0,1,4.12
2020/8/11,36,徳島県,1,61,0,1,3.98
2020/8/12,36,徳島県,1,62,0,1,2.61
2020/8/13,36,徳島県,8,70,0,1,2.2
2020/8/14,36,徳島県,11,81,0,1,3.57
2020/8/15,36,徳島県,5,86,0,1,3.98
2020/8/16,36,徳島県,4,90,0,1,4.4
2020/8/17,36,徳島県,1,91,0,1,4.26
2020/8/18,36,徳島県,4,95,0,1,4.67
2020/8/19,36,徳島県,1,96,0,1,4.67
2020/8/20,36,徳島県,1,97,1,2,3.71
2020/8/21,36,徳島県,7,104,0,2,3.16
2020/8/22,36,徳島県,0,104,0,2,2.47
2020/8/23,36,徳島県,2,106,1,3,2.2
2020/8/24,36,徳島県,3,109,0,3,2.47
2020/8/25,36,徳島県,2,111,0,3,2.2
2020/8/26,36,徳島県,9,120,0,3,3.3
2020/8/27,36,徳島県,4,124,1,4,3.71
2020/8/28,36,徳島県,3,127,0,4,3.16
2020/8/29,36,徳島県,1,128,0,4,3.3
2020/8/30,36,徳島県,0,128,0,4,3.02
2020/8/31,36,徳島県,2,130,0,4,2.88
2020/9/1,36,徳島県,3,133,0,4,3.02
2020/9/2,36,徳島県,4,137,0,4,2.34
2020/9/3,36,徳島県,4,141,0,4,2.34
2020/9/4,36,徳島県,4,145,0,4,2.47
2020/9/5,36,徳島県,0,145,0,4,2.34
2020/9/6,36,徳島県,0,145,1,5,2.34
2020/9/7,36,徳島県,0,145,0,5,2.06
2020/9/8,36,徳島県,1,146,1,6,1.79
2020/9/9,36,徳島県,0,146,2,8,1.24
2020/9/10,36,徳島県,0,146,0,8,0.69
2020/9/11,36,徳島県,0,146,0,8,0.14
2020/9/12,36,徳島県,1,147,0,8,0.27
2020/9/13,36,徳島県,0,147,0,8,0.27
2020/9/14,36,徳島県,0,147,0,8,0.27
2020/9/15,36,徳島県,0,147,0,8,0.14
2020/9/16,36,徳島県,0,147,1,9,0.14
2020/9/17,36,徳島県,0,147,0,9,0.14
2020/9/18,36,徳島県,0,147,0,9,0.14
2020/9/19,36,徳島県,0,147,0,9,0.0
2020/9/20,36,徳島県,0,147,0,9,0.0
2020/9/21,36,徳島県,0,147,0,9,0.0
2020/9/22,36,徳島県,0,147,0,9,0.0
2020/9/23,36,徳島県,0,147,0,9,0.0
2020/9/24,36,徳島県,0,147,0,9,0.0
2020/9/25,36,徳島県,0,147,0,9,0.0
2020/9/26,36,徳島県,0,147,0,9,0.0
2020/9/27,36,徳島県,0,147,0,9,0.0
2020/9/28,36,徳島県,0,147,0,9,0.0
2020/9/29,36,徳島県,0,147,0,9,0.0
2020/9/30,36,徳島県,1,148,0,9,0.14
2020/10/1,36,徳島県,0,148,0,9,0.14
2020/10/2,36,徳島県,0,148,0,9,0.14
2020/10/3,36,徳島県,0,148,0,9,0.14
2020/10/4,36,徳島県,1,149,0,9,0.27
2020/10/5,36,徳島県,0,149,0,9,0.27
2020/10/6,36,徳島県,0,149,0,9,0.27
2020/10/7,36,徳島県,0,149,0,9,0.14
2020/10/8,36,徳島県,0,149,0,9,0.14
2020/10/9,36,徳島県,0,149,0,9,0.14
2020/10/10,36,徳島県,0,149,0,9,0.14
2020/10/11,36,徳島県,0,149,0,9,0.0
2020/10/12,36,徳島県,0,149,0,9,0.0
2020/10/13,36,徳島県,0,149,0,9,0.0
2020/10/14,36,徳島県,0,149,0,9,0.0
2020/10/15,36,徳島県,0,149,0,9,0.0
2020/10/16,36,徳島県,0,149,0,9,0.0
2020/10/17,36,徳島県,9,158,0,9,1.24
2020/10/18,36,徳島県,0,158,0,9,1.24
2020/10/19,36,徳島県,1,159,0,9,1.37
2020/10/20,36,徳島県,3,162,0,9,1.79
2020/10/21,36,徳島県,1,163,0,9,1.92
2020/10/22,36,徳島県,1,164,0,9,2.06
2020/10/23,36,徳島県,0,164,0,9,2.06
2020/10/24,36,徳島県,0,164,0,9,0.82
2020/10/25,36,徳島県,0,164,0,9,0.82
2020/10/26,36,徳島県,0,164,0,9,0.69
2020/10/27,36,徳島県,0,164,0,9,0.27
2020/10/28,36,徳島県,0,164,0,9,0.14
2020/10/29,36,徳島県,0,164,0,9,0.0
2020/10/30,36,徳島県,0,164,0,9,0.0
2020/10/31,36,徳島県,0,164,0,9,0.0
2020/11/1,36,徳島県,0,164,0,9,0.0
2020/11/2,36,徳島県,0,164,0,9,0.0
2020/11/3,36,徳島県,0,164,0,9,0.0
2020/11/4,36,徳島県,0,164,0,9,0.0
2020/11/5,36,徳島県,0,164,0,9,0.0
2020/11/6,36,徳島県,3,167,0,9,0.41
2020/11/7,36,徳島県,0,167,0,9,0.41
2020/11/8,36,徳島県,0,167,0,9,0.41
2020/11/9,36,徳島県,1,168,0,9,0.55
2020/11/10,36,徳島県,2,170,0,9,0.82
2020/11/11,36,徳島県,0,170,0,9,0.82
2020/11/12,36,徳島県,0,170,0,9,0.82
2020/11/13,36,徳島県,0,170,0,9,0.41
2020/11/14,36,徳島県,1,171,0,9,0.55
2020/11/15,36,徳島県,0,171,0,9,0.55
2020/11/16,36,徳島県,0,171,0,9,0.41
2020/11/17,36,徳島県,2,173,0,9,0.41
2020/11/18,36,徳島県,1,174,0,9,0.55
2020/11/19,36,徳島県,1,175,0,9,0.69
2020/11/20,36,徳島県,1,176,0,9,0.82
2020/11/21,36,徳島県,2,178,0,9,0.96
2020/11/22,36,徳島県,1,179,0,9,1.1
2020/11/23,36,徳島県,0,179,0,9,1.1
2020/11/24,36,徳島県,0,179,0,9,0.82
2020/11/25,36,徳島県,0,179,0,9,0.69
2020/11/26,36,徳島県,1,180,0,9,0.69
2020/11/27,36,徳島県,1,181,0,9,0.69
2020/11/28,36,徳島県,0,181,0,9,0.41
2020/11/29,36,徳島県,0,181,0,9,0.27
2020/11/30,36,徳島県,0,181,0,9,0.27
2020/12/1,36,徳島県,0,181,0,9,0.27
2020/12/2,36,徳島県,0,181,0,9,0.27
2020/12/3,36,徳島県,1,182,0,9,0.27
2020/12/4,36,徳島県,2,184,0,9,0.41
2020/12/5,36,徳島県,1,185,0,9,0.55
2020/12/6,36,徳島県,0,185,0,9,0.55
2020/12/7,36,徳島県,0,185,0,9,0.55
2020/12/8,36,徳島県,2,187,0,9,0.82
2020/12/9,36,徳島県,0,187,0,9,0.82
2020/12/10,36,徳島県,0,187,0,9,0.69
2020/12/11,36,徳島県,0,187,0,9,0.41
2020/12/12,36,徳島県,0,187,0,9,0.27
2020/12/13,36,徳島県,0,187,0,9,0.27
2020/12/14,36,徳島県,0,187,0,9,0.27
2020/12/15,36,徳島県,0,187,0,9,0.0
2020/12/16,36,徳島県,1,188,0,9,0.14
2020/12/17,36,徳島県,0,188,0,9,0.14
2020/12/18,36,徳島県,0,188,0,9,0.14
2020/12/19,36,徳島県,1,189,0,9,0.27
2020/12/20,36,徳島県,2,191,0,9,0.55
2020/12/21,36,徳島県,1,192,0,9,0.69
2020/12/22,36,徳島県,0,192,0,9,0.69
2020/12/23,36,徳島県,2,194,0,9,0.82
2020/12/24,36,徳島県,1,195,0,9,0.96
2020/12/25,36,徳島県,0,195,0,9,0.96
2020/12/26,36,徳島県,0,195,0,9,0.82
2020/12/27,36,徳島県,0,195,0,9,0.55
2020/12/28,36,徳島県,0,195,0,9,0.41
2020/12/29,36,徳島県,0,195,0,9,0.41
2020/12/30,36,徳島県,1,196,0,9,0.27
2020/12/31,36,徳島県,2,198,0,9,0.41
2021/1/1,36,徳島県,1,199,0,9,0.55
2021/1/2,36,徳島県,0,199,0,9,0.55
2021/1/3,36,徳島県,0,199,0,9,0.55
2021/1/4,36,徳島県,5,204,0,9,1.24
2021/1/5,36,徳島県,5,209,0,9,1.92
2021/1/6,36,徳島県,7,216,0,9,2.75
2021/1/7,36,徳島県,0,216,0,9,2.47
2021/1/8,36,徳島県,5,221,0,9,3.02
2021/1/9,36,徳島県,5,226,0,9,3.71
2021/1/10,36,徳島県,3,229,0,9,4.12
2021/1/11,36,徳島県,1,230,0,9,3.57
2021/1/12,36,徳島県,35,265,0,9,7.69
2021/1/13,36,徳島県,3,268,0,9,7.14
2021/1/14,36,徳島県,4,272,0,9,7.69
2021/1/15,36,徳島県,12,284,0,9,8.65
2021/1/16,36,徳島県,3,287,0,9,8.38
2021/1/17,36,徳島県,4,291,0,9,8.52
2021/1/18,36,徳島県,6,297,1,10,9.2
2021/1/19,36,徳島県,8,305,0,10,5.49
2021/1/20,36,徳島県,23,328,0,10,8.24
2021/1/21,36,徳島県,10,338,1,11,9.07
2021/1/22,36,徳島県,12,350,0,11,9.07
2021/1/23,36,徳島県,9,359,1,12,9.89
2021/1/24,36,徳島県,4,363,0,12,9.89
2021/1/25,36,徳島県,5,368,1,13,9.75
2021/1/26,36,徳島県,3,371,0,13,9.07
2021/1/27,36,徳島県,4,375,0,13,6.46
2021/1/28,36,徳島県,7,382,0,13,6.04
2021/1/29,36,徳島県,1,383,1,14,4.53
2021/1/30,36,徳島県,1,384,0,14,3.43
2021/1/31,36,徳島県,1,385,0,14,3.02
2021/2/1,36,徳島県,1,386,0,14,2.47
2021/2/2,36,徳島県,3,389,0,14,2.47
2021/2/3,36,徳島県,0,389,1,15,1.92
2021/2/4,36,徳島県,3,392,0,15,1.37
2021/2/5,36,徳島県,0,392,0,15,1.24
2021/2/6,36,徳島県,2,394,0,15,1.37
2021/2/7,36,徳島県,1,395,0,15,1.37
2021/2/8,36,徳島県,0,395,0,15,1.24
2021/2/9,36,徳島県,2,397,0,15,1.1
2021/2/10,36,徳島県,21,418,0,15,3.98
2021/2/11,36,徳島県,1,419,0,15,3.71
2021/2/12,36,徳島県,4,423,0,15,4.26
2021/2/13,36,徳島県,1,424,0,15,4.12
2021/2/14,36,徳島県,2,426,0,15,4.26
2021/2/15,36,徳島県,4,430,0,15,4.81
2021/2/16,36,徳島県,7,437,0,15,5.49
2021/2/17,36,徳島県,4,441,1,16,3.16
2021/2/18,36,徳島県,3,444,0,16,3.43
2021/2/19,36,徳島県,2,446,0,16,3.16
2021/2/20,36,徳島県,1,447,0,16,3.16
2021/2/21,36,徳島県,0,447,0,16,2.88
2021/2/22,36,徳島県,0,447,0,16,2.34
2021/2/23,36,徳島県,0,447,0,16,1.37
2021/2/24,36,徳島県,1,448,0,16,0.96
2021/2/25,36,徳島県,1,449,0,16,0.69
2021/2/26,36,徳島県,1,450,0,16,0.55
2021/2/27,36,徳島県,0,450,0,16,0.41
2021/2/28,36,徳島県,2,452,0,16,0.69
2021/3/1,36,徳島県,0,452,0,16,0.69
2021/3/2,36,徳島県,0,452,0,16,0.69
2021/3/3,36,徳島県,1,453,0,16,0.69
2021/3/4,36,徳島県,4,457,0,16,1.1
2021/3/5,36,徳島県,3,460,0,16,1.37
2021/3/6,36,徳島県,1,461,0,16,1.51
2021/3/7,36,徳島県,0,461,0,16,1.24
2021/3/8,36,徳島県,0,461,0,16,1.24
2021/3/9,36,徳島県,0,461,1,17,1.24
2021/3/10,36,徳島県,0,461,0,17,1.1
2021/3/11,36,徳島県,1,462,0,17,0.69
2021/3/12,36,徳島県,2,464,1,18,0.55
2021/3/13,36,徳島県,0,464,0,18,0.41
2021/3/14,36,徳島県,0,464,0,18,0.41
2021/3/15,36,徳島県,0,464,0,18,0.41
2021/3/16,36,徳島県,0,464,0,18,0.41
2021/3/17,36,徳島県,0,464,0,18,0.41
2021/3/18,36,徳島県,2,466,0,18,0.55
2021/3/19,36,徳島県,0,466,0,18,0.27
2021/3/20,36,徳島県,0,466,0,18,0.27
2021/3/21,36,徳島県,2,468,0,18,0.55
2021/3/22,36,徳島県,3,471,0,18,0.96
2021/3/23,36,徳島県,2,473,0,18,1.24
2021/3/24,36,徳島県,6,479,0,18,2.06
2021/3/25,36,徳島県,19,498,0,18,4.4
2021/3/26,36,徳島県,6,504,0,18,5.22
2021/3/27,36,徳島県,10,514,0,18,6.59
2021/3/28,36,徳島県,3,517,0,18,6.73
2021/3/29,36,徳島県,9,526,0,18,7.55
2021/3/30,36,徳島県,1,527,0,18,7.42
2021/3/31,36,徳島県,8,535,0,18,7.69
2021/4/1,36,徳島県,11,546,0,18,6.59
2021/4/2,36,徳島県,16,562,0,18,7.97
2021/4/3,36,徳島県,10,572,0,18,7.97
2021/4/4,36,徳島県,14,586,1,19,9.48
2021/4/5,36,徳島県,7,593,0,19,9.2
2021/4/6,36,徳島県,12,605,0,19,10.71
2021/4/7,36,徳島県,19,624,1,20,12.23
2021/4/8,36,徳島県,15,639,1,21,12.77
2021/4/9,36,徳島県,17,656,1,22,12.91
2021/4/10,36,徳島県,21,677,0,22,14.42
2021/4/11,36,徳島県,16,693,0,22,14.7
2021/4/12,36,徳島県,20,713,0,22,16.48
2021/4/13,36,徳島県,23,736,2,24,17.99
2021/4/14,36,徳島県,25,761,0,24,18.82
2021/4/15,36,徳島県,30,791,1,25,20.88
2021/4/16,36,徳島県,30,821,0,25,22.66
2021/4/17,36,徳島県,44,865,0,25,25.82
2021/4/18,36,徳島県,38,903,1,26,28.85
2021/4/19,36,徳島県,36,939,1,27,31.04
2021/4/20,36,徳島県,25,964,1,28,31.32
2021/4/21,36,徳島県,36,1000,0,28,32.83
2021/4/22,36,徳島県,34,1034,1,29,33.38
2021/4/23,36,徳島県,34,1068,2,31,33.93
2021/4/24,36,徳島県,47,1115,1,32,34.34
2021/4/25,36,徳島県,44,1159,3,35,35.16
2021/4/26,36,徳島県,29,1188,2,37,34.2
2021/4/27,36,徳島県,15,1203,1,38,32.83
2021/4/28,36,徳島県,21,1224,1,39,30.77
2021/4/29,36,徳島県,46,1270,3,42,32.42
2021/4/30,36,徳島県,25,1295,1,43,31.18
2021/5/1,36,徳島県,24,1319,0,43,28.02
2021/5/2,36,徳島県,20,1339,1,44,24.73
2021/5/3,36,徳島県,60,1399,3,47,28.98
2021/5/4,36,徳島県,11,1410,0,47,28.43
2021/5/5,36,徳島県,11,1421,0,47,27.06
2021/5/6,36,徳島県,9,1430,0,47,21.98
2021/5/7,36,徳島県,12,1442,1,48,20.19
2021/5/8,36,徳島県,21,1463,2,50,19.78
2021/5/9,36,徳島県,16,1479,1,51,19.23
2021/5/10,36,徳島県,14,1493,0,51,12.91
2021/5/11,36,徳島県,13,1506,1,52,13.19
2021/5/12,36,徳島県,20,1526,0,52,14.42
2021/5/13,36,徳島県,16,1542,2,54,15.38
2021/5/14,36,徳島県,7,1549,0,54,14.7
2021/5/15,36,徳島県,9,1558,1,55,13.05
2021/5/16,36,徳島県,13,1571,1,56,12.64
2021/5/17,36,徳島県,14,1585,0,56,12.64
2021/5/18,36,徳島県,5,1590,2,58,11.54
2021/5/19,36,徳島県,5,1595,0,58,9.48
2021/5/20,36,徳島県,4,1599,0,58,7.83
2021/5/21,36,徳島県,7,1606,1,59,7.83
2021/5/22,36,徳島県,7,1613,1,60,7.55
2021/5/23,36,徳島県,5,1618,1,61,6.46
2021/5/24,36,徳島県,5,1623,0,61,5.22
2021/5/25,36,徳島県,1,1624,0,61,4.67
2021/5/26,36,徳島県,1,1625,0,61,4.12
2021/5/27,36,徳島県,2,1627,0,61,3.85
2021/5/28,36,徳島県,1,1628,0,61,3.02
2021/5/29,36,徳島県,2,1630,0,61,2.34
2021/5/30,36,徳島県,1,1631,0,61,1.79
2021/5/31,36,徳島県,0,1631,0,61,1.1
2021/6/1,36,徳島県,0,1631,0,61,0.96
2021/6/2,36,徳島県,1,1632,0,61,0.96
2021/6/3,36,徳島県,0,1632,1,62,0.69
2021/6/4,36,徳島県,1,1633,0,62,0.69
2021/6/5,36,徳島県,3,1636,1,63,0.82
2021/6/6,36,徳島県,0,1636,0,63,0.69
2021/6/7,36,徳島県,0,1636,0,63,0.69
2021/6/8,36,徳島県,0,1636,0,63,0.69
2021/6/9,36,徳島県,0,1636,0,63,0.55
2021/6/10,36,徳島県,0,1636,0,63,0.55
2021/6/11,36,徳島県,3,1639,0,63,0.82
2021/6/12,36,徳島県,2,1641,0,63,0.69
2021/6/13,36,徳島県,5,1646,0,63,1.37
2021/6/14,36,徳島県,0,1646,0,63,1.37
2021/6/15,36,徳島県,1,1647,0,63,1.51
2021/6/16,36,徳島県,3,1650,0,63,1.92
2021/6/17,36,徳島県,0,1650,0,63,1.92
2021/6/18,36,徳島県,0,1650,0,63,1.51
2021/6/19,36,徳島県,0,1650,0,63,1.24
2021/6/20,36,徳島県,0,1650,0,63,0.55
2021/6/21,36,徳島県,2,1652,0,63,0.82
2021/6/22,36,徳島県,1,1653,0,63,0.82
2021/6/23,36,徳島県,0,1653,0,63,0.41
2021/6/24,36,徳島県,1,1654,0,63,0.55
2021/6/25,36,徳島県,0,1654,0,63,0.55
2021/6/26,36,徳島県,1,1655,0,63,0.69
2021/6/27,36,徳島県,0,1655,0,63,0.69
2021/6/28,36,徳島県,0,1655,0,63,0.41
2021/6/29,36,徳島県,1,1656,0,63,0.41
2021/6/30,36,徳島県,0,1656,0,63,0.41
2021/7/1,36,徳島県,0,1656,0,63,0.27
2021/7/2,36,徳島県,0,1656,0,63,0.27
2021/7/3,36,徳島県,1,1657,0,63,0.27
2021/7/4,36,徳島県,0,1657,0,63,0.27
2021/7/5,36,徳島県,0,1657,0,63,0.27
2021/7/6,36,徳島県,1,1658,0,63,0.27
2021/7/7,36,徳島県,0,1658,0,63,0.27
2021/7/8,36,徳島県,0,1658,0,63,0.27
2021/7/9,36,徳島県,2,1660,0,63,0.55
2021/7/10,36,徳島県,1,1661,0,63,0.55
2021/7/11,36,徳島県,5,1666,0,63,1.24
2021/7/12,36,徳島県,0,1666,0,63,1.24
2021/7/13,36,徳島県,2,1668,0,63,1.37
2021/7/14,36,徳島県,5,1673,0,63,2.06
2021/7/15,36,徳島県,2,1675,0,63,2.34
2021/7/16,36,徳島県,4,1679,0,63,2.61
2021/7/17,36,徳島県,13,1692,0,63,4.26
2021/7/18,36,徳島県,8,1700,0,63,4.67
2021/7/19,36,徳島県,5,1705,0,63,5.36
2021/7/20,36,徳島県,6,1711,0,63,5.91
2021/7/21,36,徳島県,5,1716,0,63,5.91
2021/7/22,36,徳島県,5,1721,0,63,6.32
2021/7/23,36,徳島県,8,1729,0,63,6.87
2021/7/24,36,徳島県,5,1734,0,63,5.77
2021/7/25,36,徳島県,4,1738,0,63,5.22
2021/7/26,36,徳島県,3,1741,0,63,4.95
2021/7/27,36,徳島県,7,1748,0,63,5.08
2021/7/28,36,徳島県,7,1755,0,63,5.36
2021/7/29,36,徳島県,7,1762,0,63,5.63
2021/7/30,36,徳島県,16,1778,0,63,6.73
2021/7/31,36,徳島県,10,1788,0,63,7.42
2021/8/1,36,徳島県,5,1793,0,63,7.55
2021/8/2,36,徳島県,11,1804,0,63,8.65
2021/8/3,36,徳島県,7,1811,0,63,8.65
2021/8/4,36,徳島県,11,1822,0,63,9.2
2021/8/5,36,徳島県,12,1834,0,63,9.89
2021/8/6,36,徳島県,5,1839,0,63,8.38
2021/8/7,36,徳島県,9,1848,0,63,8.24
2021/8/8,36,徳島県,9,1857,0,63,8.79
2021/8/9,36,徳島県,6,1863,0,63,8.1
2021/8/10,36,徳島県,8,1871,0,63,8.24
2021/8/11,36,徳島県,5,1876,0,63,7.42
2021/8/12,36,徳島県,11,1887,0,63,7.28
2021/8/13,36,徳島県,19,1906,0,63,9.2
2021/8/14,36,徳島県,17,1923,0,63,10.3
2021/8/15,36,徳島県,19,1942,0,63,11.68
2021/8/16,36,徳島県,19,1961,0,63,13.46
2021/8/17,36,徳島県,36,1997,0,63,17.31
2021/8/18,36,徳島県,37,2034,0,63,21.7
2021/8/19,36,徳島県,52,2086,0,63,27.34
2021/8/20,36,徳島県,28,2114,0,63,28.57
2021/8/21,36,徳島県,54,2168,0,63,33.65
2021/8/22,36,徳島県,55,2223,0,63,38.6
2021/8/23,36,徳島県,47,2270,0,63,42.45
2021/8/24,36,徳島県,49,2319,0,63,44.23
2021/8/25,36,徳島県,56,2375,0,63,46.84
2021/8/26,36,徳島県,64,2439,0,63,48.49
2021/8/27,36,徳島県,60,2499,0,63,52.88
2021/8/28,36,徳島県,50,2549,0,63,52.34
2021/8/29,36,徳島県,59,2608,0,63,52.88
2021/8/30,36,徳島県,52,2660,0,63,53.57
2021/8/31,36,徳島県,39,2699,0,63,52.2
2021/9/1,36,徳島県,48,2747,0,63,51.1
2021/9/2,36,徳島県,44,2791,0,63,48.35
2021/9/3,36,徳島県,34,2825,1,64,44.78
2021/9/4,36,徳島県,25,2850,0,64,41.35
2021/9/5,36,徳島県,30,2880,0,64,37.36
2021/9/6,36,徳島県,32,2912,0,64,34.62
2021/9/7,36,徳島県,30,2942,0,64,33.38
2021/9/8,36,徳島県,28,2970,0,64,30.63
2021/9/9,36,徳島県,40,3010,0,64,30.08
2021/9/10,36,徳島県,36,3046,0,64,30.36
2021/9/11,36,徳島県,29,3075,0,64,30.91
2021/9/12,36,徳島県,26,3101,0,64,30.36
2021/9/13,36,徳島県,13,3114,0,64,27.75
2021/9/14,36,徳島県,15,3129,0,64,25.69
2021/9/15,36,徳島県,19,3148,0,64,24.45
2021/9/16,36,徳島県,9,3157,0,64,20.19
2021/9/17,36,徳島県,16,3173,0,64,17.45
2021/9/18,36,徳島県,9,3182,0,64,14.7
2021/9/19,36,徳島県,7,3189,0,64,12.09
2021/9/20,36,徳島県,9,3198,0,64,11.54
2021/9/21,36,徳島県,4,3202,0,64,10.03
2021/9/22,36,徳島県,4,3206,0,64,7.97
2021/9/23,36,徳島県,10,3216,0,64,8.1
2021/9/24,36,徳島県,4,3220,0,64,6.46
2021/9/25,36,徳島県,9,3229,0,64,6.46
2021/9/26,36,徳島県,4,3233,0,64,6.04
2021/9/27,36,徳島県,1,3234,0,64,4.95
2021/9/28,36,徳島県,2,3236,0,64,4.67
2021/9/29,36,徳島県,12,3248,0,64,5.77
2021/9/30,36,徳島県,5,3253,0,64,5.08
2021/10/1,36,徳島県,3,3256,0,64,4.95
2021/10/2,36,徳島県,2,3258,0,64,3.98
2021/10/3,36,徳島県,5,3263,0,64,4.12
2021/10/4,36,徳島県,3,3266,0,64,4.4
2020/1/16,37,香川県,0,0,0,0,
2020/1/17,37,香川県,0,0,0,0,
2020/1/18,37,香川県,0,0,0,0,
2020/1/19,37,香川県,0,0,0,0,
2020/1/20,37,香川県,0,0,0,0,
2020/1/21,37,香川県,0,0,0,0,
2020/1/22,37,香川県,0,0,0,0,0.0
2020/1/23,37,香川県,0,0,0,0,0.0
2020/1/24,37,香川県,0,0,0,0,0.0
2020/1/25,37,香川県,0,0,0,0,0.0
2020/1/26,37,香川県,0,0,0,0,0.0
2020/1/27,37,香川県,0,0,0,0,0.0
2020/1/28,37,香川県,0,0,0,0,0.0
2020/1/29,37,香川県,0,0,0,0,0.0
2020/1/30,37,香川県,0,0,0,0,0.0
2020/1/31,37,香川県,0,0,0,0,0.0
2020/2/1,37,香川県,0,0,0,0,0.0
2020/2/2,37,香川県,0,0,0,0,0.0
2020/2/3,37,香川県,0,0,0,0,0.0
2020/2/4,37,香川県,0,0,0,0,0.0
